"slice_pos","pi_slice","id","league_id","league_name","league_abbreviation","season_id","season_name","game_id","game_slug","home_team_id","home_team_name","home_team_location","home_team_nickname","home_team_abbreviation","away_team_id","away_team_name","away_team_location","away_team_nickname","away_team_abbreviation","interval_type","inning","clock_seconds","inning_half","home_team_score","away_team_score","total_score","home_away_score_pair","away_home_score_pair","home_team_outcome","away_team_outcome","is_over","started_at","home_team_final_score","away_team_final_score","venue_name","r"
2018,"09","98d2928b-4c9f-46b7-b993-26d37eae5f21","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","6531cb9b-3298-40fa-b11a-a5efaaa41423","mlb-2017-sf-atl-2017-06-19-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",8,30,"bottom",9,0,9,"90","09","win","loss",FALSE,"2017-06-20 04:35:00+00",9,0,"SunTrust Park",1
2019,"89","7ab492a1-0cf8-4a25-9734-000cf3790b0a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","83c9f417-da78-4e3c-ac5b-3efa73b3b426","mlb-2018-mia-atl-2018-05-20-1335","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",9,30,"bottom",8,9,17,"89","98","win","loss",FALSE,"2018-05-20 22:35:00+00",10,9,"SunTrust Park",1
2020,"65","a30d9b29-d39b-4df5-9c54-6e23c2eca2cd","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","a30d9b29-d39b-4df5-9c54-6e23c2eca2cd","mlb-2018-bos-tex-2018-05-5-1905","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",9,30,"end",5,6,11,"56","65","loss","win",TRUE,"2018-05-06 05:05:00+00",5,6,"Globe Life Park in Arlington",1
2021,"26","14012a85-79ba-44e5-a858-75453268cb3f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","14012a85-79ba-44e5-a858-75453268cb3f","mlb-2018-atl-was-2018-07-22-1335","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",9,0,"end",6,2,8,"62","26","win","loss",TRUE,"2018-07-22 22:35:00+00",6,2,"Nationals Park",1
2022,"91","522c0fbb-7de7-4012-9b63-d39b847cf6f6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","95977f42-327b-4b8f-adc4-6882d72afc30","mlb-2017-col-la-2017-09-7-1910","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",9,0,"top",1,9,10,"19","91","loss","win",FALSE,"2017-09-08 07:10:00+00",1,9,"Dodger Stadium",1
2023,"86","49f09eb5-9b5b-4f0c-9a78-02e7773f8f8f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e7f1e966-62e0-4b90-9186-fe97e4cffb4f","mlb-2018-hou-min-2018-04-11-1210","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","regularseason",8,0,"top",8,6,14,"86","68","win","loss",FALSE,"2018-04-11 22:10:00+00",9,8,"Target Field",1
2024,"20","06e96687-faaa-4938-9ce2-ff552d072284","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","011753d1-2622-4927-b60b-748987511773","mlb-2017-oak-min-2017-05-3-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",2,0,"top",2,0,2,"20","02","win","loss",FALSE,"2017-05-04 05:10:00+00",7,4,"Target Field",1
2025,"56","d5954fcf-6fb4-408f-9b59-5d6722ac9523","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d5954fcf-6fb4-408f-9b59-5d6722ac9523","mlb-2017-nym-was-2017-08-27-1335","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",9,30,"end",5,6,11,"56","65","loss","win",TRUE,"2017-08-27 22:35:00+00",5,6,"Nationals Park",1
2026,"47","7f04ea2a-fea1-4ca2-893a-76f2d8357be3","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d637e2c8-4c3e-4f62-a58b-5289f9721f71","mlb-2017-tb-tor-2017-04-28-1907","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",9,30,"bottom",4,7,11,"47","74","loss","win",FALSE,"2017-04-29 04:07:00+00",4,7,"Rogers Centre",1
2027,"69","ac467338-4c49-43ed-a807-24ad0e46c264","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","128b43fb-ad6a-4f70-a8f9-1a4c3e8f7b4f","mlb-2016-sf-sd-2016-09-24-1740","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",10,30,"bottom",6,9,15,"69","96","loss","win",FALSE,"2016-09-25 05:40:00+00",6,9,"PETCO Park",1
2028,"31","37b433f2-b326-42f7-bfb6-c3addba2c156","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","00fba733-5e9c-4ec0-873f-bdba8c671dc2","mlb-2017-cle-min-2017-04-17-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",9,30,"bottom",1,3,4,"13","31","loss","win",FALSE,"2017-04-18 05:10:00+00",1,3,"Target Field",1
2029,"25","3a792f50-13dd-4c08-866a-853b957db2e1","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","a54b2d97-ada6-4687-b05b-29a648057c43","mlb-2018-cin-ari-2018-05-29-1840","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",9,0,"top",5,2,7,"52","25","win","loss",FALSE,"2018-05-30 06:40:00+00",5,2,"Chase Field",1
2030,"70","e21c503a-888c-466b-b3ed-1af4c46d9e88","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","9bbac130-a5ef-401c-9727-f4a427588912","mlb-2017-nym-phi-2017-08-10-1905","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",7,30,"bottom",0,7,7,"07","70","loss","win",FALSE,"2017-08-11 04:05:00+00",0,10,"Citizens Bank Park",1
2031,"58","f281042e-ffed-4ff8-a11f-b38c7ab8efb5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2599bd92-c167-4e9c-b27a-be1f17f567d6","mlb-2018-la-col-2018-09-9-1310","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",8,0,"top",5,8,13,"58","85","loss","win",FALSE,"2018-09-10 00:10:00+00",6,9,"Coors Field",1
2032,"63","7b00fee8-0310-4516-8b8a-952092b5ee7a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e0fabe0c-2f4c-465a-9263-70d392a2802b","mlb-2018-chc-stl-2018-06-16-1915","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",9,30,"bottom",3,6,9,"36","63","loss","win",FALSE,"2018-06-17 05:15:00+00",3,6,"Busch Stadium",1
2033,"56","97c2d27f-d781-4e52-afc5-f410d1e950e8","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","0586e190-0c47-4f81-a0c6-e7786beb8d6a","mlb-2017-tex-min-2017-08-6-1310","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",7,0,"top",6,5,11,"65","56","win","loss",FALSE,"2017-08-06 23:10:00+00",6,5,"Target Field",1
2034,"62","ac39c652-3494-4ef5-82fa-e3bcf90df101","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","3faf2d63-ffb3-49ce-be35-67785137ef02","mlb-2017-ari-col-2017-09-2-1810","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","regularseason",9,30,"bottom",2,6,8,"26","62","loss","win",FALSE,"2017-09-03 05:10:00+00",2,6,"Coors Field",1
2035,"01","386bf004-0a0d-4ad5-bc3e-bd102f60234a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","0c2f14bb-49aa-4d53-aadb-49952c893175","mlb-2018-sd-atl-2018-06-16-1710","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",7,0,"top",1,0,1,"10","01","win","loss",FALSE,"2018-06-17 02:10:00+00",1,0,"SunTrust Park",1
2036,"85","3bec9912-75d5-4443-b877-eef340d87062","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","3bec9912-75d5-4443-b877-eef340d87062","mlb-2018-mia-col-2018-06-24-1310","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",9,30,"end",5,8,13,"58","85","loss","win",TRUE,"2018-06-25 00:10:00+00",5,8,"Coors Field",1
2037,"58","5142268b-9cc4-41ac-af9b-5bb38bdc87db","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","79de7aec-88a7-435d-890e-c1592170a0f2","mlb-2017-atl-stl-2017-08-11-1915","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",9,0,"top",8,5,13,"85","58","win","loss",FALSE,"2017-08-12 05:15:00+00",8,5,"Busch Stadium",1
2038,"10","8936388f-9cfc-4114-93a9-c5769b5b8f59","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","f0142810-d5b3-49b2-b86b-e54eba50ac24","mlb-2017-min-sf-2017-06-10-1305","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",3,0,"top",1,0,1,"10","01","loss","win",FALSE,"2017-06-11 01:05:00+00",2,3,"Oracle Park",1
2039,"07","60b9b63b-dc60-4c29-ba9a-02ae11082012","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","c236dd13-fd5c-407c-8f93-eaac964bbc79","mlb-2018-tex-det-2018-07-7-1610","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",1,30,"bottom",7,0,7,"70","07","win","loss",FALSE,"2018-07-08 01:10:00+00",7,2,"Comerica Park",1
2040,"29","c5d90aae-fa89-4c1d-91e5-b257f9f118f7","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","6ebd1d12-d029-443d-b12f-cacc9a7a2c59","mlb-2018-col-chc-2018-05-2-1320","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",8,0,"top",2,9,11,"29","92","loss","win",FALSE,"2018-05-02 23:20:00+00",2,11,"Wrigley Field",1
2041,"36","02030070-b6a8-427e-b867-34acd4b6753b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","e9cf0f13-bf7f-4804-aef9-73130db70aad","mlb-2017-nym-atl-2017-05-2-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",6,30,"bottom",6,3,9,"63","36","win","loss",FALSE,"2017-05-03 04:35:00+00",9,7,"SunTrust Park",1
2042,"06","ffa13707-2cf8-4365-b871-95a9979d2fba","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","9e6a4628-b9cf-4b8d-829b-4cd3689fa043","mlb-2018-det-laa-2018-08-8-1307","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",9,0,"top",6,0,6,"60","06","win","loss",FALSE,"2018-08-09 01:07:00+00",6,0,"Angel Stadium of Anaheim",1
2043,"59","0b663da2-6fe4-48f6-af89-92df95d8df94","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","11fea121-8c73-4c0a-b8fd-dbc32ddd04c1","mlb-2018-was-atl-2018-04-3-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",4,30,"bottom",9,5,14,"95","59","win","loss",FALSE,"2018-04-04 04:35:00+00",13,6,"SunTrust Park",1
2044,"87","70bd7c8c-d5d3-4b7b-9b2f-82c9125d1eb3","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","00ae4940-273a-47b5-8182-1c77876b00a0","mlb-2017-laa-sea-2017-05-3-1910","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","regularseason",9,0,"top",8,7,15,"87","78","win","loss",FALSE,"2017-05-04 07:10:00+00",8,7,"T-Mobile Park",1
2045,"64","0daeae9f-cedf-4c7a-b046-2704145743be","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","9486f90d-dcd7-4592-947e-97f3c958f574","mlb-2017-stl-cin-2017-06-7-1910","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","regularseason",9,0,"top",6,4,10,"64","46","win","loss",FALSE,"2017-06-08 04:10:00+00",6,4,"Great American Ball Park",1
2046,"86","ecc7da96-3ddc-4732-85c0-dcc43225d3c9","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","6671052f-899f-46ad-9098-47e4c77593bf","mlb-2018-was-tor-2018-06-17-1307","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",9,0,"top",8,6,14,"86","68","win","loss",FALSE,"2018-06-17 22:07:00+00",8,6,"Rogers Centre",1
2047,"11","24813e4f-7be8-440a-a235-a16e61f6b1d2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","21e65975-6c78-4377-9f7d-a8a2379941fe","mlb-2018-nym-chc-2018-08-28-1905","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",7,30,"bottom",1,1,2,"11","11","win","loss",FALSE,"2018-08-29 22:00:00+00",2,1,"Wrigley Field",1
2048,"79","f2e6221f-8097-466a-a372-daa755c97d4e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","81d026c3-1c36-45de-b91d-82a925bd9a35","mlb-2018-la-stl-2018-09-13-1815","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",9,30,"bottom",7,9,16,"79","97","loss","win",FALSE,"2018-09-14 04:15:00+00",7,9,"Busch Stadium",1
2049,"10","87e5704b-cc57-4b3e-ba16-807165de7e45","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","09bf78c3-6eba-4540-b65d-329d8c0905f4","mlb-2017-min-cle-2017-05-12-1910","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",4,0,"top",0,1,1,"01","10","loss","win",FALSE,"2017-05-13 04:10:00+00",0,1,"Progressive Field",1
2050,"45","cf7128f5-c663-4d2c-9a15-55b35680ecfd","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c5450a60-4fa6-4f58-94eb-df85bf7b4174","mlb-2017-atl-mia-2017-04-12-1910","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",9,30,"bottom",4,5,9,"45","54","loss","win",FALSE,"2017-04-13 04:10:00+00",4,5,"Marlins Park",1
2051,"33","670e66be-00bc-4b1b-b8a8-a51f4d028651","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","a5dbd9e8-0c27-4101-a6ac-d922e38fd94f","mlb-2018-sd-ari-2018-07-8-1310","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",11,30,"bottom",3,3,6,"33","33","loss","win",FALSE,"2018-07-09 01:10:00+00",3,4,"Chase Field",1
2052,"48","d59c52bd-f075-428c-b8e6-7cd4d81a862e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","5a3088bd-705a-430b-b879-8cc8e574ce79","mlb-2018-det-kc-2018-07-25-1315","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",9,30,"bottom",4,8,12,"48","84","loss","win",FALSE,"2018-07-25 23:15:00+00",4,8,"Kauffman Stadium",1
2053,"85","d59ad1c1-e4ad-4aaf-a5ac-e4264aa39e84","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","4af649b9-da8b-4fb8-b606-3465b8932112","mlb-2018-pit-chc-2018-04-9-1320","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","regularseason",9,30,"bottom",5,8,13,"58","85","loss","win",FALSE,"2018-04-10 23:20:00+00",5,8,"Wrigley Field",1
2054,"03","8a1c558a-ddee-4fd9-a441-b456d8ed552e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e90cb2c9-ae5f-4072-af04-eca2034b4d35","mlb-2018-pit-mil-2018-05-6-1310","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","regularseason",3,0,"top",0,3,3,"03","30","loss","win",FALSE,"2018-05-06 23:10:00+00",0,9,"Miller Park",1
2055,"46","3de2b585-4031-4e1f-84dc-4fb691c6d609","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","3de2b585-4031-4e1f-84dc-4fb691c6d609","mlb-2018-was-stl-2018-08-14-1915","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",9,0,"end",6,4,10,"64","46","win","loss",TRUE,"2018-08-15 05:15:00+00",6,4,"Busch Stadium",1
2056,"11","e4b4550a-a222-43f7-8476-35b6de829e3f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","2d36e851-1c52-4573-accb-de77d30665b6","mlb-2017-stl-mia-2017-05-9-1910","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","regularseason",6,0,"top",1,1,2,"11","11","loss","win",FALSE,"2017-05-10 04:10:00+00",5,6,"Marlins Park",1
2057,"36","41e3ede5-bce5-444a-991e-c0a9fdf71a6e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","d7c65fd1-9fa3-46c0-a3f2-048d539df86b","mlb-2018-sf-chc-2018-05-27-1908","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",5,30,"bottom",6,3,9,"63","36","win","loss",FALSE,"2018-05-28 05:08:00+00",8,3,"Wrigley Field",1
2058,"57","9d8984bc-a390-4f0e-b4fe-318fd0043d6e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1719d5cc-8d56-42c8-a06d-4dc21a39cdf2","mlb-2018-nym-cin-2018-05-7-1910","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",7,0,"top",5,7,12,"57","75","loss","win",FALSE,"2018-05-08 04:10:00+00",6,7,"Great American Ball Park",1
2059,"68","19ca27b3-715c-4b39-b398-8704cf2aeff5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","05618100-445f-46f0-8241-f26b4c1a4f5f","mlb-2018-chc-cin-2018-06-24-1310","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",9,0,"top",8,6,14,"86","68","win","loss",FALSE,"2018-06-24 22:10:00+00",8,6,"Great American Ball Park",1
2060,"67","3b2e3ad6-4c57-489b-a79c-77f86a57cf4a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","802d4837-0a3e-47d2-8c71-656c3032770e","mlb-2017-mia-phi-2017-09-12-1905","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",9,0,"top",6,7,13,"67","76","win","loss",FALSE,"2017-09-13 04:05:00+00",9,8,"Citizens Bank Park",1
2061,"53","393729e7-362c-41ff-b2b2-293aebd3ebb7","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","57dac30a-8905-498c-91b0-2a3362a75e78","mlb-2017-tb-bal-2017-04-24-1905","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",8,30,"bottom",5,3,8,"53","35","win","loss",FALSE,"2017-04-25 04:05:00+00",6,3,"Oriole Park at Camden Yards",1
