"slice_pos","pi_slice","id","league_id","league_name","league_abbreviation","season_id","season_name","game_id","game_slug","home_team_id","home_team_name","home_team_location","home_team_nickname","home_team_abbreviation","away_team_id","away_team_name","away_team_location","away_team_nickname","away_team_abbreviation","interval_type","inning","clock_seconds","inning_half","home_team_score","away_team_score","total_score","home_away_score_pair","away_home_score_pair","home_team_outcome","away_team_outcome","is_over","started_at","home_team_final_score","away_team_final_score","venue_name","r"
583,"31","80cb7748-ac6d-44f3-b9f8-2db97c3e7c27","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","df8752d5-94a8-4fc6-897d-e81a6bb249c8","mlb-2016-chw-phi-2016-09-21-1905","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",1,30,"bottom",3,1,4,"31","13","win","loss",FALSE,"2016-09-22 04:05:00+00",8,3,"Citizens Bank Park",1
584,"92","9d7264ac-9fb7-468f-8acd-ba591507824f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","6c8fc038-4635-419f-bafb-055110ac1c2d","mlb-2018-kc-hou-2018-06-24-1310","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",7,0,"top",9,2,11,"92","29","win","loss",FALSE,"2018-06-24 23:10:00+00",11,3,"Minute Maid Park",1
585,"55","95ca4101-9a9c-43f0-ae25-566a0d4ab60e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d066df50-b671-4fcb-9f54-069668e0df20","mlb-2017-cle-tex-2017-04-3-1805","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",8,30,"bottom",5,5,10,"55","55","loss","win",FALSE,"2017-04-04 04:05:00+00",5,8,"Globe Life Park in Arlington",1
586,"06","b05b8b06-392b-4a5f-a39a-a77462b2b395","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","d89423f3-f099-4cb2-a06a-aa5f0fea0d6d","mlb-2018-hou-sea-2018-04-19-1240","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","regularseason",8,0,"top",0,6,6,"06","60","loss","win",FALSE,"2018-04-20 00:40:00+00",2,9,"T-Mobile Park",1
587,"04","8309015c-e733-4a36-8750-a4ea1c4b2a1a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ab68f9cb-5bde-466a-8658-00283c898283","mlb-2017-stl-atl-2017-05-7-1335","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","regularseason",4,0,"top",0,4,4,"04","40","loss","win",FALSE,"2017-05-07 22:35:00+00",4,6,"SunTrust Park",1
588,"00","5ebc6cfe-0282-46c8-a43d-497f93948cb4","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2d473a3a-0b62-4842-b8bc-b212be31099d","mlb-2018-kc-min-2018-08-3-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",1,0,"top",0,0,0,"00","00","win","loss",FALSE,"2018-08-04 05:10:00+00",6,4,"Target Field",1
589,"92","4602196f-f446-437e-bb8f-9ccf70aa5956","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","48d217b1-cd54-4c27-9208-fd17e8cfd780","mlb-2018-sf-atl-2018-05-5-1910","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",4,30,"bottom",2,9,11,"29","92","loss","win",FALSE,"2018-05-06 04:10:00+00",2,11,"SunTrust Park",1
590,"77","d6019d1d-acfb-4450-81a9-761189308ce8","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","19854a7d-9bb5-4ff9-9c87-51106da6c6f6","mlb-2018-la-nym-2018-06-24-1310","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",10,0,"top",7,7,14,"77","77","loss","win",FALSE,"2018-06-24 22:10:00+00",7,8,"Citi Field",1
591,"01","479b1b54-8154-48b6-bd27-b0ecda0d5476","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","0581ce4f-de2e-45b1-af31-5035c1d5b491","mlb-2018-nyy-oak-2018-09-4-1905","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",3,0,"top",1,0,1,"10","01","loss","win",FALSE,"2018-09-05 07:05:00+00",1,5,"Oakland-Alameda County Coliseum",1
592,"67","c02bc2f6-f1fe-438a-a941-061665177f7c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","edd2e346-29be-44dd-ad8a-d9356421a7e0","mlb-2018-oak-chw-2018-06-23-1310","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",9,30,"bottom",6,7,13,"67","76","loss","win",FALSE,"2018-06-23 23:10:00+00",6,7,"Guaranteed Rate Field",1
593,"11","70a21cbc-556c-4829-89a2-86dbcc17bc74","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","24164c5d-2396-4a69-ac1c-317c688cfc5a","mlb-2018-laa-nyy-2018-05-25-1905","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","regularseason",6,30,"bottom",1,1,2,"11","11","win","loss",FALSE,"2018-05-26 04:05:00+00",2,1,"Yankee Stadium",1
594,"39","82f628be-7a2b-445a-af16-bc66b1809968","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","81b8e1d0-e8be-4d79-97f1-f9c5988da546","mlb-2017-sea-laa-2017-04-9-1237","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","regularseason",8,0,"top",3,9,12,"39","93","win","loss",FALSE,"2017-04-10 00:37:00+00",10,9,"Angel Stadium of Anaheim",1
595,"00","15d15dfc-2414-4e75-a16b-acdc2b286b56","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","633b11ae-2547-47b4-b68d-812e685d2ba1","mlb-2017-sf-mil-2017-06-6-1840","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",1,0,"top",0,0,0,"00","00","win","loss",FALSE,"2017-06-07 04:40:00+00",5,2,"Miller Park",1
596,"98","24c4228d-2781-4206-9775-498ff4b15378","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","24c4228d-2781-4206-9775-498ff4b15378","mlb-2018-bos-atl-2018-09-5-1210","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",9,30,"end",8,9,17,"89","98","loss","win",TRUE,"2018-09-05 21:10:00+00",8,9,"SunTrust Park",1
597,"48","6574644b-369d-45a3-b9d8-4fc1dc792103","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","6574644b-369d-45a3-b9d8-4fc1dc792103","mlb-2018-chw-bal-2018-09-16-1305","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",9,0,"end",8,4,12,"84","48","win","loss",TRUE,"2018-09-16 22:05:00+00",8,4,"Oriole Park at Camden Yards",1
598,"82","a12e3678-296d-4117-80c1-bb126a162b85","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2158746f-c922-40ce-9357-c99af2702e18","mlb-2018-mia-stl-2018-06-6-1915","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",6,30,"bottom",2,8,10,"28","82","loss","win",FALSE,"2018-06-07 05:15:00+00",3,11,"Busch Stadium",1
599,"40","aa486d6d-9be3-49fb-ae1a-77a24166001a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","50084464-e76d-455b-afc6-e485e07c3a5a","mlb-2017-tor-nyy-2017-09-29-1305","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",9,0,"top",4,0,4,"40","04","win","loss",FALSE,"2017-09-29 22:05:00+00",4,0,"Yankee Stadium",1
600,"12","7926580a-fbd1-4da1-9c1a-1b0f68f5e13f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","a0cffcb6-b7ff-4bbf-b820-338e7a718f58","mlb-2018-pit-phi-2018-04-20-1905","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","regularseason",9,0,"top",2,1,3,"21","12","win","loss",FALSE,"2018-04-21 04:05:00+00",2,1,"Citizens Bank Park",1
601,"85","70034df7-5b6d-4390-b109-7a799e072c04","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","04003145-3382-47d4-8b7e-429cf01a90cf","mlb-2018-phi-atl-2018-03-29-1610","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",9,30,"bottom",8,5,13,"85","58","win","loss",FALSE,"2018-03-30 01:10:00+00",8,5,"SunTrust Park",1
602,"83","cf164679-341e-4585-9279-158087a53317","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","106c8eb0-85c2-425d-b60c-b0dfb9d65e77","mlb-2017-tb-bal-2017-09-22-1905","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",9,30,"bottom",3,8,11,"38","83","loss","win",FALSE,"2017-09-23 04:05:00+00",3,8,"Oriole Park at Camden Yards",1
603,"61","53701403-35a3-4ca6-9e17-2697a6a9becb","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","12b70645-f939-48b7-8516-09b1761fe1cf","mlb-2016-phi-atl-2016-09-27-1910","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",4,30,"bottom",1,6,7,"16","61","win","loss",FALSE,"2016-09-28 04:10:00+00",7,6,"Turner Field",1
604,"60","4eaec56a-6fa9-4287-9ca0-506d69183019","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","de6aa0ed-162b-466f-8878-edfadda8c552","mlb-2017-bal-tor-2017-04-16-1307","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","regularseason",7,0,"top",0,6,6,"06","60","loss","win",FALSE,"2017-04-16 22:07:00+00",4,11,"Rogers Centre",1
605,"35","7f9c85f2-9edd-4916-b03b-3d558c9c4355","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","37576b59-df2a-43ef-a7e7-8eacfafc407b","mlb-2017-cle-oak-2017-07-15-1805","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",9,30,"bottom",5,3,8,"53","35","win","loss",FALSE,"2017-07-16 06:05:00+00",5,3,"Oakland-Alameda County Coliseum",1
606,"63","f4678908-e829-40dc-8b3d-a62951d0ddac","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","b65f7262-6e98-4712-8160-186cd68ad423","mlb-2017-nyy-pit-2017-04-21-1905","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",9,0,"top",6,3,9,"63","36","win","loss",FALSE,"2017-04-22 04:05:00+00",6,3,"PNC Park",1
607,"70","ef1b8dba-b73d-4f9b-8d90-ff4e351dc5b4","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","25bdca59-318b-4927-ac04-854c0a018670","mlb-2016-kc-det-2016-09-25-1310","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",3,0,"top",0,7,7,"07","70","loss","win",FALSE,"2016-09-25 22:10:00+00",9,12,"Comerica Park",1
608,"76","3c023c93-3f7b-4f2e-9f15-3e0c77e88d84","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","0ba23b58-8b49-4b44-90bc-5692345e47d9","mlb-2017-kc-chw-2017-09-22-1910","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",5,0,"top",7,6,13,"76","67","win","loss",FALSE,"2017-09-23 05:10:00+00",7,6,"Guaranteed Rate Field",1
609,"60","f954ade4-2b89-48a0-8d98-f096d3100040","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","23feb40e-1e82-4bc9-bb50-f9ac24fb9e02","mlb-2017-tb-bos-2017-04-14-1910","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",3,30,"bottom",0,6,6,"06","60","loss","win",FALSE,"2017-04-15 04:10:00+00",5,10,"Fenway Park",1
610,"10","24c63149-6df2-452d-ba1f-5b350c1f6008","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","7e7fb78a-aefb-4f08-8e48-cdacd7aa74fc","mlb-2017-col-cle-2017-08-8-1910","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",8,0,"top",0,1,1,"01","10","win","loss",FALSE,"2017-08-09 04:10:00+00",4,1,"Progressive Field",1
611,"47","f2192a4c-5606-40b2-9e0f-f3bda69103aa","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","68076520-13a7-4210-91c9-a01521e20419","mlb-2018-bos-kc-2018-07-8-1315","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",9,30,"bottom",4,7,11,"47","74","loss","win",FALSE,"2018-07-08 23:15:00+00",4,7,"Kauffman Stadium",1
612,"10","656a8299-5f12-425e-b799-efb37aed2ab2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","2cea55ba-b704-441a-8cde-b542be6b35d3","mlb-2017-tex-was-2017-06-9-1905","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",3,30,"bottom",0,1,1,"01","10","loss","win",FALSE,"2017-06-10 04:05:00+00",2,5,"Nationals Park",1
613,"18","9283ba4b-c910-4ca1-9405-77225754b5df","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","595a94f3-2441-4d5d-a901-905384b3763e","mlb-2017-mia-nym-2017-08-19-1910","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",9,0,"top",8,1,9,"81","18","win","loss",FALSE,"2017-08-20 04:10:00+00",8,1,"Citi Field",1
614,"19","e3eeff96-a8b8-4e18-ad99-cefa7a4eedae","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","f44f08ac-b774-48be-9e11-a8e18f336aec","mlb-2017-col-chc-2017-06-10-1320","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",9,30,"bottom",1,9,10,"19","91","loss","win",FALSE,"2017-06-10 23:20:00+00",1,9,"Wrigley Field",1
615,"42","31593b3d-bc86-4e77-9cc4-c2dc0232be08","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1c9da9d0-bb98-41e0-bd68-6f78c5df2120","mlb-2018-sd-mil-2018-08-9-1310","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",8,30,"bottom",4,2,6,"42","24","loss","win",FALSE,"2018-08-09 23:10:00+00",4,8,"Miller Park",1
616,"95","a3fa54aa-1b0f-4c27-a3b0-e667abd74a6d","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","27dc1624-fbc9-42c3-bcf6-6b039b7abadb","mlb-2017-nyy-tor-2017-09-24-1307","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",9,0,"top",9,5,14,"95","59","win","loss",FALSE,"2017-09-24 22:07:00+00",9,5,"Rogers Centre",1
617,"55","d9372658-2988-4c89-ab7c-67f0f48e6890","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f1150b7d-2cbf-45eb-b8c2-d868df278df5","mlb-2018-col-cin-2018-06-7-1235","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",11,30,"bottom",5,5,10,"55","55","win","loss",FALSE,"2018-06-07 21:35:00+00",7,5,"Great American Ball Park",1
618,"96","fb98e320-146c-450e-b847-e2f2c85dc0f8","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","d843c66c-f183-4414-acaf-dbbc0312c530","mlb-2018-kc-min-2018-09-7-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",5,30,"bottom",9,6,15,"96","69","win","loss",FALSE,"2018-09-08 05:10:00+00",10,6,"Target Field",1
619,"19","aaa385b7-578b-47fd-9f91-e0ced6455397","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","16c2cbd3-16a4-42db-ae75-2c8624a6a6e5","mlb-2018-det-kc-2018-08-29-1315","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",8,0,"top",9,1,10,"91","19","win","loss",FALSE,"2018-08-29 23:15:00+00",9,2,"Kauffman Stadium",1
620,"89","b2b90f2a-01a6-489f-bb22-a7471225df27","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","cc872f88-6d9f-44b5-b426-3fea7086f5d6","mlb-2018-cle-min-2018-05-31-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",8,0,"top",8,9,17,"89","98","loss","win",FALSE,"2018-06-01 05:10:00+00",8,9,"Target Field",1
621,"46","a4c008c7-2d06-4bda-bada-70c7e67afbef","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","b15c6411-1151-430d-9139-6bbfeb690f9b","mlb-2018-tb-cle-2018-09-2-1610","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",9,30,"bottom",4,6,10,"46","64","loss","win",FALSE,"2018-09-03 01:10:00+00",4,6,"Progressive Field",1
622,"76","02bcf3f0-118a-41f9-819a-576880031ab5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","65d51e8f-822a-47fb-915b-93a746ffdd22","mlb-2017-laa-tex-2017-09-3-1405","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","regularseason",9,0,"top",7,6,13,"76","67","win","loss",FALSE,"2017-09-04 00:05:00+00",7,6,"Globe Life Park in Arlington",1
623,"78","27a28049-661f-4bba-8ee8-4a7309faceb5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","1af07ae4-fca6-4616-93bf-92793013f857","mlb-2017-chw-min-2017-06-20-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",7,30,"bottom",8,7,15,"87","78","win","loss",FALSE,"2017-06-21 05:10:00+00",9,7,"Target Field",1
624,"37","a2837ae5-0e48-4c31-82b1-6227652afb18","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","7b469cfc-a18e-4daa-839c-140ffd749d1a","mlb-2017-cle-ari-2017-04-7-1840","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",6,0,"top",7,3,10,"73","37","win","loss",FALSE,"2017-04-08 06:40:00+00",7,3,"Chase Field",1
625,"44","e564d035-ed02-416a-959e-04228b1c91a7","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","dd0ab07a-1b0e-41f9-a0de-285cc08320d3","mlb-2018-la-phi-2018-07-24-1905","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",7,30,"bottom",4,4,8,"44","44","win","loss",FALSE,"2018-07-25 04:05:00+00",7,4,"Citizens Bank Park",1
626,"94","8a757573-8895-4ca2-8d96-fb0341b6f906","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","e4844ffe-183d-4b26-8af4-20464128c22c","mlb-2017-tex-bos-2017-05-24-1910","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",9,0,"top",9,4,13,"94","49","win","loss",FALSE,"2017-05-25 04:10:00+00",9,4,"Fenway Park",1
